full_date,day_of_week_en,day,month_en,year,country,holiday_name,season
11/1/2018,Thursday,1,November,2018,Bosnia and Herzegovina,All Saints' Day, 
11/21/2018,Wednesday,21,November,2018,Bosnia and Herzegovina,Dayton Peace Agreement Day,Optional Holiday
11/25/2018,Sunday,25,November,2018,Bosnia and Herzegovina,Statehood Day, 
12/21/2018,Friday,21,December,2018,Bosnia and Herzegovina,December Solstice,"Observance, Orthodox"
12/24/2018,Monday,24,December,2018,Bosnia and Herzegovina,Christmas Eve, 
12/25/2018,Tuesday,25,December,2018,Bosnia and Herzegovina,Christmas Day,Optional Holiday
12/31/2018,Monday,31,December,2018,Bosnia and Herzegovina,New Year's Eve, 
1/1/2018,Monday,1,January,2018,Bosnia and Herzegovina,New Year's Day,Optional Holiday
1/2/2018,Tuesday,2,January,2018,Bosnia and Herzegovina,New Year's (Day 2), 
1/6/2018,Saturday,6,January,2018,Bosnia and Herzegovina,Orthodox Christmas Eve,Public holiday
1/7/2018,Sunday,7,January,2018,Bosnia and Herzegovina,Orthodox Christmas Day, 
1/9/2018,Tuesday,9,January,2018,Bosnia and Herzegovina,Day of the Republika Srpska,Public holiday
1/14/2018,Sunday,14,January,2018,Bosnia and Herzegovina,Orthodox New Year, 
2/14/2018,Wednesday,14,February,2018,Bosnia and Herzegovina,Valentine's Day,Working holiday
3/1/2018,Thursday,1,March,2018,Bosnia and Herzegovina,Independence Day,Federation of Bosnia and Herzegovina
3/8/2018,Thursday,8,March,2018,Bosnia and Herzegovina,Mothers' Day,Local holiday
3/8/2018,Thursday,8,March,2018,Bosnia and Herzegovina,Br<U+010D>ko District Establishment Day,Republika Srpska
3/20/2018,Tuesday,20,March,2018,Bosnia and Herzegovina,March Equinox,Optional Holiday
3/30/2018,Friday,30,March,2018,Bosnia and Herzegovina,Good Friday, 
3/31/2018,Saturday,31,March,2018,Bosnia and Herzegovina,Holy Saturday,Observance
4/1/2018,Sunday,1,April,2018,Bosnia and Herzegovina,Easter Sunday, 
4/2/2018,Monday,2,April,2018,Bosnia and Herzegovina,Easter Monday,Season
4/6/2018,Friday,6,April,2018,Bosnia and Herzegovina,Orthodox Good Friday, 
4/7/2018,Saturday,7,April,2018,Bosnia and Herzegovina,Orthodox Holy Saturday,Optional Holiday
4/8/2018,Sunday,8,April,2018,Bosnia and Herzegovina,Orthodox Easter Sunday, 
4/9/2018,Monday,9,April,2018,Bosnia and Herzegovina,Orthodox Easter Monday,Season
5/1/2018,Tuesday,1,May,2018,Bosnia and Herzegovina,Labor Day, 
5/2/2018,Wednesday,2,May,2018,Bosnia and Herzegovina,Labor Day (Day 2),Observance
5/9/2018,Wednesday,9,May,2018,Bosnia and Herzegovina,Victory Day, 
5/9/2018,Wednesday,9,May,2018,Bosnia and Herzegovina,Victory Day,Local holiday
6/15/2018,Friday,15,June,2018,Bosnia and Herzegovina,End of Ramadan,Federation of Bosnia and Herzegovina*
6/17/2018,Sunday,17,June,2018,Bosnia and Herzegovina,Fathers' Day,Local holiday
6/21/2018,Thursday,21,June,2018,Bosnia and Herzegovina,June Solstice,Republika Srpska
8/22/2018,Wednesday,22,August,2018,Bosnia and Herzegovina,Feast of the Sacrifice,Local holiday
9/23/2018,Sunday,23,September,2018,Bosnia and Herzegovina,September Equinox,Federation of Bosnia and Herzegovina
10/31/2018,Wednesday,31,October,2018,Bosnia and Herzegovina,Halloween,Season
11/1/2018,Thursday,1,November,2018,Bosnia and Herzegovina,All Saints' Day, 
11/21/2018,Wednesday,21,November,2018,Bosnia and Herzegovina,Dayton Peace Agreement Day,Optional Holiday
11/25/2018,Sunday,25,November,2018,Bosnia and Herzegovina,Statehood Day,All except Br<U+010D>ko
12/21/2018,Friday,21,December,2018,Bosnia and Herzegovina,December Solstice,Optional Holiday
12/24/2018,Monday,24,December,2018,Bosnia and Herzegovina,Christmas Eve,Republika Srpska
12/25/2018,Tuesday,25,December,2018,Bosnia and Herzegovina,Christmas Day,Observance
12/31/2018,Monday,31,December,2018,Bosnia and Herzegovina,New Year's Eve, 
1/1/2018,Monday,1,January,2018,Botswana,New Year's Day,Public Holiday
1/2/2018,Tuesday,2,January,2018,Botswana,Public Holiday (January),Public Holiday
3/20/2018,Tuesday,20,March,2018,Botswana,March Equinox,Season
3/30/2018,Friday,30,March,2018,Botswana,Good Friday,Public Holiday
3/31/2018,Saturday,31,March,2018,Botswana,Holy Saturday,Public Holiday
4/2/2018,Monday,2,April,2018,Botswana,Easter Monday,Public Holiday
5/1/2018,Tuesday,1,May,2018,Botswana,Labour Day,Public Holiday
5/10/2018,Thursday,10,May,2018,Botswana,Ascension Day,Public Holiday
5/13/2018,Sunday,13,May,2018,Botswana,Mother's Day,Observance
6/17/2018,Sunday,17,June,2018,Botswana,Father's Day,Observance
6/21/2018,Thursday,21,June,2018,Botswana,June Solstice,Season
7/1/2018,Sunday,1,July,2018,Botswana,Sir Seretse Khama Day,Public Holiday
7/2/2018,Monday,2,July,2018,Botswana,Day off for Sir Seretse Khama Day,Public Holiday
7/16/2018,Monday,16,July,2018,Botswana,President's Day,Public Holiday
7/17/2018,Tuesday,17,July,2018,Botswana,Public Holiday (July),Public Holiday
9/23/2018,Sunday,23,September,2018,Botswana,September Equinox,Season
9/30/2018,Sunday,30,September,2018,Botswana,Botswana Day,Public Holiday
10/1/2018,Monday,1,October,2018,Botswana,Day off for Botswana Day,Public Holiday
10/1/2018,Monday,1,October,2018,Botswana,Public Holiday (October),Public Holiday
10/2/2018,Tuesday,2,October,2018,Botswana,Day off for Public Holiday (October),Public Holiday
12/22/2018,Saturday,22,December,2018,Botswana,December Solstice,Season
12/25/2018,Tuesday,25,December,2018,Botswana,Christmas Day,Public Holiday
12/26/2018,Wednesday,26,December,2018,Botswana,Boxing Day,Public Holiday
1/1/2018,Monday,1,January,2018,Brazil,New Year's Day,National Holiday
2/9/2018,Friday,9,February,2018,Brazil,Carnival Friday,Observance
2/10/2018,Saturday,10,February,2018,Brazil,Carnival Saturday,Observance
2/11/2018,Sunday,11,February,2018,Brazil,Carnival Sunday,Observance
2/12/2018,Monday,12,February,2018,Brazil,Carnival Monday,Optional Holiday
2/13/2018,Tuesday,13,February,2018,Brazil,Carnival Tuesday,Optional Holiday
2/14/2018,Wednesday,14,February,2018,Brazil,Carnival end (until 2pm),Optional Holiday
3/20/2018,Tuesday,20,March,2018,Brazil,March Equinox,Season
3/30/2018,Friday,30,March,2018,Brazil,Good Friday,National Holiday
4/1/2018,Sunday,1,April,2018,Brazil,Easter Sunday,Observance
4/21/2018,Saturday,21,April,2018,Brazil,Tiradentes Day,National Holiday
5/1/2018,Tuesday,1,May,2018,Brazil,Labor Day / May Day,National Holiday
5/13/2018,Sunday,13,May,2018,Brazil,Mother's Day,Observance
5/31/2018,Thursday,31,May,2018,Brazil,Corpus Christi,Optional Holiday
6/12/2018,Tuesday,12,June,2018,Brazil,Brazilian Valentine's Day,Observance
6/21/2018,Thursday,21,June,2018,Brazil,June Solstice,Season
8/12/2018,Sunday,12,August,2018,Brazil,Father's Day,Observance
9/7/2018,Friday,7,September,2018,Brazil,Independence Day,National Holiday
9/22/2018,Saturday,22,September,2018,Brazil,September Equinox,Season
10/12/2018,Friday,12,October,2018,Brazil,Our Lady of Aparecida / Children's Day,National Holiday
10/15/2018,Monday,15,October,2018,Brazil,Teacher's Day,Observance
10/28/2018,Sunday,28,October,2018,Brazil,Public Service Holiday,Optional Holiday
11/2/2018,Friday,2,November,2018,Brazil,All Souls' Day,National Holiday
11/15/2018,Thursday,15,November,2018,Brazil,Republic Proclamation Day,National Holiday
11/20/2018,Tuesday,20,November,2018,Brazil,Black Consciousness Day,Observance
12/21/2018,Friday,21,December,2018,Brazil,December Solstice,Season
12/24/2018,Monday,24,December,2018,Brazil,Christmas Eve (from 2pm),Optional Holiday
12/25/2018,Tuesday,25,December,2018,Brazil,Christmas Day,National Holiday
12/31/2018,Monday,31,December,2018,Brazil,New Year's Eve (from 2pm),Optional Holiday
1/1/2018,Monday,1,January,2018,British Virgin Islands,New Year's Day,Public Holiday
3/5/2018,Monday,5,March,2018,British Virgin Islands,Lavity Stoutt's Birthday,Public Holiday
3/12/2018,Monday,12,March,2018,British Virgin Islands,Commonwealth Day,Public Holiday
3/20/2018,Tuesday,20,March,2018,British Virgin Islands,March Equinox,Season
3/30/2018,Friday,30,March,2018,British Virgin Islands,Good Friday,Public Holiday
4/2/2018,Monday,2,April,2018,British Virgin Islands,Easter Monday,Public Holiday
5/21/2018,Monday,21,May,2018,British Virgin Islands,Whit Monday,Public Holiday
6/9/2018,Saturday,9,June,2018,British Virgin Islands,Sovereign's Birthday,Public Holiday
6/21/2018,Thursday,21,June,2018,British Virgin Islands,June Solstice,Season
7/1/2018,Sunday,1,July,2018,British Virgin Islands,Territory Day,Public Holiday
7/2/2018,Monday,2,July,2018,British Virgin Islands,Territory Day observed,Public Holiday
8/6/2018,Monday,6,August,2018,British Virgin Islands,Festival Monday,Public Holiday
8/7/2018,Tuesday,7,August,2018,British Virgin Islands,Festival Tuesday,Public Holiday
8/8/2018,Wednesday,8,August,2018,British Virgin Islands,Festival Wednesday,Public Holiday
9/22/2018,Saturday,22,September,2018,British Virgin Islands,September Equinox,Season
10/21/2018,Sunday,21,October,2018,British Virgin Islands,Saint Ursula's Day,Public Holiday
10/22/2018,Monday,22,October,2018,British Virgin Islands,Day off for Saint Ursula's Day,Public Holiday
12/21/2018,Friday,21,December,2018,British Virgin Islands,December Solstice,Season
12/25/2018,Tuesday,25,December,2018,British Virgin Islands,Christmas Day,Public Holiday
12/26/2018,Wednesday,26,December,2018,British Virgin Islands,Boxing Day,Public Holiday
1/1/2018,Monday,1,January,2018,Brunei,New Year's Day,Public Holiday
2/16/2018,Friday,16,February,2018,Brunei,Chinese New Year,Public Holiday
2/17/2018,Saturday,17,February,2018,Brunei,Chinese New Year observed,Public Holiday
2/23/2018,Friday,23,February,2018,Brunei,National Day,Public Holiday
2/24/2018,Saturday,24,February,2018,Brunei,National Day observed,Public Holiday
3/21/2018,Wednesday,21,March,2018,Brunei,March Equinox,Season
4/14/2018,Saturday,14,April,2018,Brunei,Isra and Mi'raj,Public Holiday
5/16/2018,Wednesday,16,May,2018,Brunei,Ramadan Start,Public Holiday
5/31/2018,Thursday,31,May,2018,Brunei,Royal Brunei Armed Forces Day,Public Holiday
6/1/2018,Friday,1,June,2018,Brunei,Nuzul Al-Qur'an,Public Holiday
6/15/2018,Friday,15,June,2018,Brunei,Eid ul Fitr,Public Holiday
6/16/2018,Saturday,16,June,2018,Brunei,Eid ul Fitr observed,Public Holiday
6/16/2018,Saturday,16,June,2018,Brunei,Eid Al Fitr Holiday,Public Holiday
6/17/2018,Sunday,17,June,2018,Brunei,Eid Al Fitr Holiday,Public Holiday
6/18/2018,Monday,18,June,2018,Brunei,Eid Al Fitr Holiday observed,Public Holiday
6/21/2018,Thursday,21,June,2018,Brunei,June Solstice,Season
7/15/2018,Sunday,15,July,2018,Brunei,Sultan's Birthday,Public Holiday
7/16/2018,Monday,16,July,2018,Brunei,Sultan's Birthday observed,Public Holiday
8/22/2018,Wednesday,22,August,2018,Brunei,Eid ul Adha,Public Holiday
9/12/2018,Wednesday,12,September,2018,Brunei,Muharram/Islamic New Year,Public Holiday
9/23/2018,Sunday,23,September,2018,Brunei,September Equinox,Season
11/21/2018,Wednesday,21,November,2018,Brunei,Milad un Nabi (Mawlid),Public Holiday
12/22/2018,Saturday,22,December,2018,Brunei,December Solstice,Season
12/25/2018,Tuesday,25,December,2018,Brunei,Christmas Day,Public Holiday
1/1/2018,Monday,1,January,2018,Bulgaria,New Year's Day,National holiday
2/1/2018,Thursday,1,February,2018,Bulgaria,Day of Remembrance and Respect to Victims of the Communist Regime,Observance
3/1/2018,Thursday,1,March,2018,Bulgaria,Baba Marta,Observance
3/3/2018,Saturday,3,March,2018,Bulgaria,Liberation Day,National holiday
3/5/2018,Monday,5,March,2018,Bulgaria,Liberation Day observed,National holiday
3/20/2018,Tuesday,20,March,2018,Bulgaria,March Equinox,Season
3/25/2018,Sunday,25,March,2018,Bulgaria,Daylight Saving Time starts,Clock change/Daylight Saving Time
4/6/2018,Friday,6,April,2018,Bulgaria,Good Friday,National holiday
4/7/2018,Saturday,7,April,2018,Bulgaria,Holy Saturday,National holiday
4/8/2018,Sunday,8,April,2018,Bulgaria,Easter Sunday,National holiday
4/9/2018,Monday,9,April,2018,Bulgaria,Easter Monday,National holiday
5/1/2018,Tuesday,1,May,2018,Bulgaria,Labor Day,National holiday
5/6/2018,Sunday,6,May,2018,Bulgaria,St. George's Day,National holiday
5/7/2018,Monday,7,May,2018,Bulgaria,St. George's Day observed,National holiday
5/24/2018,Thursday,24,May,2018,Bulgaria,Culture and Literacy Day,National holiday
6/21/2018,Thursday,21,June,2018,Bulgaria,June Solstice,Season
7/1/2018,Sunday,1,July,2018,Bulgaria,July Morning,Observance
9/6/2018,Thursday,6,September,2018,Bulgaria,Unification Day,National holiday
9/22/2018,Saturday,22,September,2018,Bulgaria,Independence Day,National holiday
9/23/2018,Sunday,23,September,2018,Bulgaria,September Equinox,Season
9/24/2018,Monday,24,September,2018,Bulgaria,Independence Day observed,National holiday
10/28/2018,Sunday,28,October,2018,Bulgaria,Daylight Saving Time ends,Clock change/Daylight Saving Time
11/1/2018,Thursday,1,November,2018,Bulgaria,Revival Day,Observance
12/22/2018,Saturday,22,December,2018,Bulgaria,December Solstice,Season
12/24/2018,Monday,24,December,2018,Bulgaria,Christmas Eve,National holiday
12/25/2018,Tuesday,25,December,2018,Bulgaria,Christmas Day,National holiday
12/26/2018,Wednesday,26,December,2018,Bulgaria,Second day of Christmas,National holiday
1/1/2018,Monday,1,January,2018,Burkina Faso,New Year,Public Holiday
1/3/2018,Wednesday,3,January,2018,Burkina Faso,Burkina Faso Popular Uprising Day,Public Holiday
3/8/2018,Thursday,8,March,2018,Burkina Faso,International Women's Day,Public Holiday
3/20/2018,Tuesday,20,March,2018,Burkina Faso,March Equinox,Season
4/2/2018,Monday,2,April,2018,Burkina Faso,Easter Monday,Public Holiday
5/1/2018,Tuesday,1,May,2018,Burkina Faso,Labour Day,Public Holiday
5/10/2018,Thursday,10,May,2018,Burkina Faso,Ascension Day,Public Holiday
6/15/2018,Friday,15,June,2018,Burkina Faso,Eid al-Fitr,Public Holiday
6/21/2018,Thursday,21,June,2018,Burkina Faso,June Solstice,Season
8/5/2018,Sunday,5,August,2018,Burkina Faso,National Day,Public Holiday
8/15/2018,Wednesday,15,August,2018,Burkina Faso,Assumption of Mary,Public Holiday
8/21/2018,Tuesday,21,August,2018,Burkina Faso,Eid al-Adha,Public Holiday
9/23/2018,Sunday,23,September,2018,Burkina Faso,September Equinox,Season
11/1/2018,Thursday,1,November,2018,Burkina Faso,All Saints,Public Holiday
11/21/2018,Wednesday,21,November,2018,Burkina Faso,The Prophet's Birthday,Public Holiday
12/11/2018,Tuesday,11,December,2018,Burkina Faso,Proclamation of Independence Day,Public Holiday
12/21/2018,Friday,21,December,2018,Burkina Faso,December Solstice,Season
12/25/2018,Tuesday,25,December,2018,Burkina Faso,Christmas Day,Public Holiday
1/1/2018,Monday,1,January,2018,Burundi,New Year,Public Holiday
2/5/2018,Monday,5,February,2018,Burundi,Unity Day,Public Holiday
3/20/2018,Tuesday,20,March,2018,Burundi,March Equinox,Season
4/6/2018,Friday,6,April,2018,Burundi,President Ntaryamira Day,Public Holiday
5/1/2018,Tuesday,1,May,2018,Burundi,Labour Day,Public Holiday
5/10/2018,Thursday,10,May,2018,Burundi,Ascension Day,Public Holiday
6/15/2018,Friday,15,June,2018,Burundi,Eid ul Fitr,Public Holiday
6/21/2018,Thursday,21,June,2018,Burundi,June Solstice,Season
7/1/2018,Sunday,1,July,2018,Burundi,Independence Day,Public Holiday
8/15/2018,Wednesday,15,August,2018,Burundi,Assumption of Mary,Public Holiday
8/21/2018,Tuesday,21,August,2018,Burundi,Eid al-Adha,Public Holiday
9/23/2018,Sunday,23,September,2018,Burundi,September Equinox,Season
10/13/2018,Saturday,13,October,2018,Burundi,Prince Louis Rwagasore Day,Public Holiday
10/21/2018,Sunday,21,October,2018,Burundi,President Ndadaye's Day,Public Holiday
11/1/2018,Thursday,1,November,2018,Burundi,All Saints' Day,Public Holiday
12/22/2018,Saturday,22,December,2018,Burundi,December Solstice,Season
12/25/2018,Tuesday,25,December,2018,Burundi,Christmas Day,Public Holiday
1/1/2018,Monday,1,January,2018,Cabo Verde,New Year,Public Holiday
1/13/2018,Saturday,13,January,2018,Cabo Verde,Democracy Day,Public Holiday
1/20/2018,Saturday,20,January,2018,Cabo Verde,National Heroes' Day,Public Holiday
3/20/2018,Tuesday,20,March,2018,Cabo Verde,March Equinox,Season
5/1/2018,Tuesday,1,May,2018,Cabo Verde,Labour Day,Public Holiday
5/13/2018,Sunday,13,May,2018,Cabo Verde,Mother's Day,Observance
6/1/2018,Friday,1,June,2018,Cabo Verde,Children's Day,Public Holiday
6/17/2018,Sunday,17,June,2018,Cabo Verde,Father's Day,Observance
6/21/2018,Thursday,21,June,2018,Cabo Verde,June Solstice,Season
7/5/2018,Thursday,5,July,2018,Cabo Verde,Independence Day,Public Holiday
8/15/2018,Wednesday,15,August,2018,Cabo Verde,Assumption of Mary,Public Holiday
9/23/2018,Sunday,23,September,2018,Cabo Verde,September Equinox,Season
11/1/2018,Thursday,1,November,2018,Cabo Verde,All Saints' Day,Public Holiday
12/21/2018,Friday,21,December,2018,Cabo Verde,December Solstice,Season
12/25/2018,Tuesday,25,December,2018,Cabo Verde,Christmas Day,Public Holiday
1/1/2018,Monday,1,January,2018,Cambodia,New Year,Public Holiday
1/7/2018,Sunday,7,January,2018,Cambodia,Victory over Genocide Day,Public Holiday
1/31/2018,Wednesday,31,January,2018,Cambodia,Meak Bochea Day,Public Holiday
3/8/2018,Thursday,8,March,2018,Cambodia,International Women Day,Public Holiday
3/20/2018,Tuesday,20,March,2018,Cambodia,March Equinox,Season
4/14/2018,Saturday,14,April,2018,Cambodia,Khmer New Year Day (Day 1),Public Holiday
4/15/2018,Sunday,15,April,2018,Cambodia,Khmer New Year Day (Day 2),Public Holiday
4/16/2018,Monday,16,April,2018,Cambodia,Khmer New Year Day (Day 2) observed,Public Holiday
4/16/2018,Monday,16,April,2018,Cambodia,Khmer New Year Day (Day 3),Public Holiday
4/29/2018,Sunday,29,April,2018,Cambodia,Visak Bochea Day,Public Holiday
4/30/2018,Monday,30,April,2018,Cambodia,Visak Bochea Day observed,Public Holiday
5/1/2018,Tuesday,1,May,2018,Cambodia,Labour Day,Public Holiday
5/3/2018,Thursday,3,May,2018,Cambodia,Royal Plowing Ceremony,Public Holiday
5/13/2018,Sunday,13,May,2018,Cambodia,Mother's Day,Observance
5/13/2018,Sunday,13,May,2018,Cambodia,King's Birthday (Day 1),Public Holiday
5/14/2018,Monday,14,May,2018,Cambodia,King's Birthday (Day 1) observed,Public Holiday
5/14/2018,Monday,14,May,2018,Cambodia,King's Birthday (Day 2),Public Holiday
5/15/2018,Tuesday,15,May,2018,Cambodia,King's Birthday (Day 3),Public Holiday
5/20/2018,Sunday,20,May,2018,Cambodia,Day of Remembrance,Public Holiday
5/21/2018,Monday,21,May,2018,Cambodia,Day of Remembrance observed,Public Holiday
6/1/2018,Friday,1,June,2018,Cambodia,International Children Day,Public Holiday
6/17/2018,Sunday,17,June,2018,Cambodia,Father's Day,Observance
6/18/2018,Monday,18,June,2018,Cambodia,King's Mother's Birthday,Observance
6/21/2018,Thursday,21,June,2018,Cambodia,June Solstice,Season
9/23/2018,Sunday,23,September,2018,Cambodia,September Equinox,Season
9/24/2018,Monday,24,September,2018,Cambodia,Constitutional Day,Public Holiday
10/8/2018,Monday,8,October,2018,Cambodia,Pchum Ben Festival (Day 1),Public Holiday
10/9/2018,Tuesday,9,October,2018,Cambodia,Pchum Ben Festival (Day 2),Public Holiday
10/10/2018,Wednesday,10,October,2018,Cambodia,Pchum Ben Festival (Day 3),Public Holiday
10/15/2018,Monday,15,October,2018,Cambodia,Commemoration Day of King's Father,Public Holiday
10/23/2018,Tuesday,23,October,2018,Cambodia,Paris Peace Agreement's Day,Public Holiday
10/29/2018,Monday,29,October,2018,Cambodia,King's Coronation Day,Public Holiday
11/9/2018,Friday,9,November,2018,Cambodia,Independence Day,Public Holiday
11/21/2018,Wednesday,21,November,2018,Cambodia,Water Festival Ceremony (Day 1),Public Holiday
11/21/2018,Wednesday,21,November,2018,Cambodia,Water Festival Ceremony (Day 2),Public Holiday
11/23/2018,Friday,23,November,2018,Cambodia,Water Festival Ceremony (Day 3),Public Holiday
12/10/2018,Monday,10,December,2018,Cambodia,International Human Rights Day,Public Holiday
12/22/2018,Saturday,22,December,2018,Cambodia,December Solstice,Season
1/1/2018,Monday,1,January,2018,Cameroon,New Year's Day,Public Holiday
2/11/2018,Sunday,11,February,2018,Cameroon,Youth Day,Public Holiday
2/12/2018,Monday,12,February,2018,Cameroon,Youth Day observed,Public Holiday
3/20/2018,Tuesday,20,March,2018,Cameroon,March Equinox,Season
3/30/2018,Friday,30,March,2018,Cameroon,Good Friday,Public Holiday
4/1/2018,Sunday,1,April,2018,Cameroon,Easter Sunday,Public Holiday
5/1/2018,Tuesday,1,May,2018,Cameroon,Labour Day,Public Holiday
5/10/2018,Thursday,10,May,2018,Cameroon,Ascension Day,Public Holiday
5/20/2018,Sunday,20,May,2018,Cameroon,National Day,Public Holiday
5/21/2018,Monday,21,May,2018,Cameroon,National Day observed,Public Holiday
6/15/2018,Friday,15,June,2018,Cameroon,Eid al-Fitr,Public Holiday
6/21/2018,Thursday,21,June,2018,Cameroon,June Solstice,Season
8/15/2018,Wednesday,15,August,2018,Cameroon,Assumption of Mary,Public Holiday
8/21/2018,Tuesday,21,August,2018,Cameroon,Eid al-Adha,Public Holiday
9/23/2018,Sunday,23,September,2018,Cameroon,September Equinox,Season
10/1/2018,Monday,1,October,2018,Cameroon,Independence of Southern British Cameroons from UK,Observance
11/21/2018,Wednesday,21,November,2018,Cameroon,The Prophet's Birthday,Public Holiday
12/21/2018,Friday,21,December,2018,Cameroon,December Solstice,Season
12/25/2018,Tuesday,25,December,2018,Cameroon,Christmas Day,Public Holiday
1/1/2018,Monday,1,January,2018,Canada,New Year's Day,National holiday
1/2/2018,Tuesday,2,January,2018,Canada,Day After New Year’s Day, 
1/6/2018,Saturday,6,January,2018,Canada,Epiphany,Local holiday
1/7/2018,Sunday,7,January,2018,Canada,Orthodox Christmas Day,Quebec
1/14/2018,Sunday,14,January,2018,Canada,Orthodox New Year,"Observance, Christian"
1/31/2018,Wednesday,31,January,2018,Canada,Tu B'Shevat (Arbor Day), 
2/2/2018,Friday,2,February,2018,Canada,Groundhog Day,Orthodox
2/12/2018,Monday,12,February,2018,Canada,Family Day, 
2/13/2018,Tuesday,13,February,2018,Canada,Carnival / Shrove Tuesday,Orthodox
2/14/2018,Wednesday,14,February,2018,Canada,Ash Wednesday, 
2/14/2018,Wednesday,14,February,2018,Canada,Valentine's Day,Jewish holiday
2/15/2018,Thursday,15,February,2018,Canada,National Flag of Canada Day, 
2/16/2018,Friday,16,February,2018,Canada,Chinese New Year,Observance
2/19/2018,Monday,19,February,2018,Canada,Islander Day, 
2/19/2018,Monday,19,February,2018,Canada,Family Day,Common local holiday
2/19/2018,Monday,19,February,2018,Canada,Nova Scotia Heritage Day,British Columbia
2/19/2018,Monday,19,February,2018,Canada,Louis Riel Day,Christian
2/23/2018,Friday,23,February,2018,Canada,Yukon Heritage Day, 
3/1/2018,Thursday,1,March,2018,Canada,Purim,Christian
3/1/2018,Thursday,1,March,2018,Canada,St David's Day, 
3/11/2018,Sunday,11,March,2018,Canada,Daylight Saving Time starts,Observance
3/12/2018,Monday,12,March,2018,Canada,Commonwealth Day, 
3/17/2018,Saturday,17,March,2018,Canada,St. Patrick's Day,Observance
3/19/2018,Monday,19,March,2018,Canada,St. Patrick's Day, 
3/20/2018,Tuesday,20,March,2018,Canada,March Equinox,Observance
3/25/2018,Sunday,25,March,2018,Canada,Palm Sunday, 
3/29/2018,Thursday,29,March,2018,Canada,Maundy Thursday,Common local holiday
3/30/2018,Friday,30,March,2018,Canada,Good Friday,Prince Edward Island
3/31/2018,Saturday,31,March,2018,Canada,Holy Saturday,Common local holiday
3/31/2018,Saturday,31,March,2018,Canada,First day of Passover,"AB, NB, ON, SK"
4/1/2018,Sunday,1,April,2018,Canada,Easter Sunday,Common local holiday
4/1/2018,Sunday,1,April,2018,Canada,Easter Sunday,Nova Scotia
4/2/2018,Monday,2,April,2018,Canada,Easter Monday,Common local holiday
4/2/2018,Monday,2,April,2018,Canada,Easter Monday,Manitoba
4/2/2018,Monday,2,April,2018,Canada,Easter Monday,Local de facto holiday
4/6/2018,Friday,6,April,2018,Canada,Orthodox Good Friday,Yukon
4/6/2018,Friday,6,April,2018,Canada,National Tartan Day,Jewish holiday
4/7/2018,Saturday,7,April,2018,Canada,Last day of Passover, 
4/7/2018,Saturday,7,April,2018,Canada,Orthodox Holy Saturday,Observance
4/8/2018,Sunday,8,April,2018,Canada,Orthodox Easter, 
4/9/2018,Monday,9,April,2018,Canada,Orthodox Easter Monday,Clock change/Daylight Saving Time
4/9/2018,Monday,9,April,2018,Canada,Vimy Ridge Day, 
4/11/2018,Wednesday,11,April,2018,Canada,Yom HaShoah,Observance
4/13/2018,Friday,13,April,2018,Canada,Isra and Mi'raj, 
4/19/2018,Thursday,19,April,2018,Canada,Yom HaAtzmaut,Observance
4/23/2018,Monday,23,April,2018,Canada,St. George's Day, 
5/3/2018,Thursday,3,May,2018,Canada,Lag B'Omer,Local holiday
5/10/2018,Thursday,10,May,2018,Canada,Ascension Day,Newfoundland and Labrador
5/13/2018,Sunday,13,May,2018,Canada,Mother's Day,Season
5/16/2018,Wednesday,16,May,2018,Canada,Ramadan Start, 
5/20/2018,Sunday,20,May,2018,Canada,Pentecost,Christian
5/20/2018,Sunday,20,May,2018,Canada,Shavuot, 
5/21/2018,Monday,21,May,2018,Canada,Whit Monday,Christian
5/21/2018,Monday,21,May,2018,Canada,Victoria Day, 
5/21/2018,Monday,21,May,2018,Canada,National Patriots' Day,"National holiday, Christian"
5/27/2018,Sunday,27,May,2018,Canada,Trinity Sunday, 
5/31/2018,Thursday,31,May,2018,Canada,Corpus Christi,Christian
6/10/2018,Sunday,10,June,2018,Canada,Laylatul Qadr (Night of Power), 
6/15/2018,Friday,15,June,2018,Canada,Eid ul Fitr,Jewish holiday
6/17/2018,Sunday,17,June,2018,Canada,Father's Day, 
6/21/2018,Thursday,21,June,2018,Canada,June Solstice,"Observance, Christian"
6/21/2018,Thursday,21,June,2018,Canada,National Indigenous Peoples Day, 
6/21/2018,Thursday,21,June,2018,Canada,National Indigenous Peoples Day,Designated Retail Closing Day
6/24/2018,Sunday,24,June,2018,Canada,St. Jean Baptiste Day,Nova Scotia
6/25/2018,Monday,25,June,2018,Canada,St. Jean Baptiste Day observed,Optional holiday
6/25/2018,Monday,25,June,2018,Canada,Discovery Day,Alberta
7/1/2018,Sunday,1,July,2018,Canada,Canada Day,Local de facto holiday
7/1/2018,Sunday,1,July,2018,Canada,Memorial Day,Yukon
7/2/2018,Monday,2,July,2018,Canada,Canada Day observed,National holiday
7/9/2018,Monday,9,July,2018,Canada,Orangemen's Day,"NB, NT, NU, QC"
7/9/2018,Monday,9,July,2018,Canada,Nunavut Day,Orthodox
7/22/2018,Sunday,22,July,2018,Canada,Tisha B'Av, 
8/1/2018,Wednesday,1,August,2018,Canada,The Royal St John's Regatta (Regatta Day),Observance
8/6/2018,Monday,6,August,2018,Canada,Heritage Day, 
8/6/2018,Monday,6,August,2018,Canada,Civic/Provincial Day,Jewish holiday
